age,height_cm,weight_kg,preferred_foot,pace,shooting,passing,dribbling,defending,physic,power_stamina,power_strength,value_eur,overall,potential
19,176,73,Right,95.0,69.0,71.0,87.0,29.0,66.0,79,62,27500000,80,93
23,175,68,Right,78.0,67.0,79.0,82.0,74.0,72.0,87,62,20500000,80,87
22,187,84,Right,83.0,42.0,69.0,72.0,80.0,77.0,75,79,18500000,80,87
21,178,70,Right,74.0,77.0,79.0,80.0,48.0,61.0,78,52,21000000,80,87
23,181,76,Right,74.0,66.0,80.0,87.0,69.0,72.0,58,79,20500000,80,87
22,186,78,Right,78.0,50.0,66.0,71.0,81.0,81.0,85,77,19000000,80,87
23,173,67,Right,93.0,70.0,72.0,88.0,25.0,63.0,77,66,20500000,80,86
23,178,73,Right,83.0,77.0,71.0,84.0,53.0,77.0,79,73,20500000,80,86
24,189,83,Left,70.0,76.0,78.0,82.0,77.0,78.0,79,78,20000000,80,86
22,192,87,Right,84.0,80.0,70.0,80.0,48.0,77.0,79,86,20500000,80,86
22,179,72,Right,78.0,74.0,80.0,85.0,69.0,65.0,74,63,20500000,80,86
22,178,79,Right,83.0,75.0,76.0,82.0,48.0,71.0,80,69,20500000,80,86
22,175,71,Left,85.0,73.0,78.0,80.0,45.0,57.0,74,49,20500000,80,86
25,178,74,Right,85.0,51.0,70.0,77.0,76.0,65.0,75,58,17500000,80,85
23,175,69,Left,73.0,66.0,80.0,81.0,75.0,72.0,87,62,17500000,80,85
24,187,88,Right,84.0,51.0,66.0,71.0,82.0,77.0,82,75,18000000,80,85
23,179,68,Right,69.0,70.0,79.0,83.0,69.0,70.0,77,65,19500000,80,85
23,175,64,Left,73.0,66.0,81.0,80.0,77.0,69.0,76,63,17500000,80,85
22,178,79,Left,94.0,76.0,73.0,83.0,33.0,64.0,75,59,20000000,80,85
24,185,82,Right,69.0,46.0,60.0,67.0,80.0,80.0,68,82,18000000,80,85
22,182,85,Right,75.0,81.0,68.0,80.0,29.0,74.0,75,79,20000000,80,85
22,184,82,Left,92.0,67.0,73.0,77.0,74.0,77.0,80,78,17500000,80,85
24,175,74,Right,52.0,58.0,71.0,72.0,78.0,76.0,74,76,18000000,80,85
23,176,66,Left,86.0,73.0,73.0,86.0,36.0,65.0,73,64,20000000,80,85
23,186,84,Right,68.0,81.0,68.0,73.0,32.0,82.0,79,87,20000000,80,85
24,185,84,Right,61.0,70.0,76.0,75.0,77.0,80.0,85,78,17500000,80,84
25,187,80,Right,64.0,50.0,72.0,72.0,81.0,77.0,77,75,17000000,80,84
26,188,70,Right,68.0,36.0,69.0,71.0,82.0,77.0,77,77,16500000,80,83
25,190,95,Right,67.0,51.0,61.0,56.0,80.0,84.0,66,92,16500000,80,83
24,180,68,Right,76.0,74.0,80.0,84.0,46.0,61.0,76,61,19000000,80,83
25,186,76,Left,78.0,75.0,78.0,83.0,30.0,58.0,71,58,18500000,80,83
26,181,72,Right,76.0,81.0,57.0,77.0,41.0,81.0,80,80,18500000,80,83
26,180,75,Right,79.0,72.0,81.0,83.0,70.0,60.0,71,56,18000000,80,83
25,172,71,Right,76.0,69.0,78.0,85.0,55.0,65.0,74,58,18500000,80,83
25,190,84,Right,61.0,39.0,55.0,64.0,84.0,72.0,62,76,16500000,80,83
25,181,81,Right,72.0,77.0,78.0,78.0,76.0,77.0,77,75,18500000,80,83
24,175,70,Right,93.0,75.0,71.0,81.0,41.0,64.0,76,57,19000000,80,83
25,172,70,Right,61.0,73.0,76.0,80.0,75.0,63.0,80,58,18500000,80,83
25,173,74,Right,94.0,71.0,72.0,86.0,51.0,61.0,86,48,18500000,80,83
25,183,78,Right,68.0,49.0,58.0,61.0,82.0,76.0,69,77,16500000,80,83
25,184,75,Left,75.0,49.0,72.0,71.0,80.0,79.0,76,79,16500000,80,83
27,186,82,Left,71.0,70.0,65.0,60.0,81.0,82.0,76,84,15500000,80,82
26,185,77,Left,80.0,75.0,80.0,84.0,60.0,65.0,77,66,18000000,80,82
27,185,80,Left,52.0,65.0,80.0,69.0,70.0,80.0,82,79,15000000,80,81
27,179,70,Right,63.0,73.0,82.0,80.0,70.0,72.0,82,71,16500000,80,81
27,181,83,Left,87.0,51.0,74.0,75.0,73.0,75.0,77,77,14500000,80,81
26,187,77,Right,75.0,76.0,80.0,82.0,55.0,63.0,68,66,17500000,80,81
26,177,73,Right,88.0,75.0,75.0,86.0,30.0,65.0,69,67,17500000,80,81
27,175,80,Left,88.0,65.0,74.0,80.0,76.0,76.0,78,76,14500000,80,81
27,185,81,Right,59.0,45.0,67.0,63.0,81.0,79.0,69,82,15000000,80,81
29,182,77,Left,71.0,56.0,64.0,62.0,81.0,80.0,72,80,14000000,80,81
27,182,76,Left,73.0,58.0,75.0,75.0,78.0,74.0,83,69,14500000,80,81
27,181,79,Right,73.0,83.0,77.0,79.0,39.0,74.0,77,75,17500000,80,81
25,183,72,Left,78.0,80.0,79.0,82.0,36.0,68.0,69,60,17500000,80,81
26,183,74,Left,65.0,74.0,80.0,84.0,64.0,70.0,77,67,17000000,80,81
27,179,73,Right,69.0,69.0,80.0,83.0,64.0,67.0,77,65,16500000,80,81
36,180,80,Left,74.0,82.0,78.0,86.0,30.0,57.0,51,66,5000000,80,80
38,179,75,Right,69.0,79.0,83.0,80.0,44.0,57.0,51,64,5000000,80,80
34,175,70,Right,58.0,70.0,82.0,77.0,77.0,77.0,87,70,7000000,80,80
33,177,70,Right,72.0,76.0,79.0,85.0,37.0,67.0,66,65,9000000,80,80
34,184,77,Right,67.0,82.0,67.0,76.0,36.0,74.0,73,83,8000000,80,80
37,180,79,Right,64.0,85.0,75.0,80.0,30.0,63.0,62,71,5500000,80,80
32,185,85,Left,73.0,68.0,77.0,87.0,73.0,79.0,67,86,11000000,80,80
34,177,72,Right,64.0,80.0,69.0,76.0,43.0,69.0,60,71,8000000,80,80
35,186,80,Right,65.0,49.0,66.0,69.0,81.0,77.0,66,79,4500000,80,80
32,188,77,Right,57.0,32.0,61.0,54.0,82.0,75.0,64,78,9500000,80,80
28,184,80,Left,75.0,78.0,80.0,83.0,55.0,71.0,67,68,15000000,80,80
33,184,83,Right,46.0,83.0,81.0,78.0,72.0,83.0,75,85,9500000,80,80
31,181,74,Right,75.0,77.0,80.0,77.0,77.0,76.0,86,73,10500000,80,80
35,184,79,Right,72.0,68.0,74.0,72.0,81.0,78.0,72,78,4500000,80,80
34,180,77,Left,67.0,61.0,72.0,74.0,80.0,68.0,67,64,5000000,80,80
36,185,91,Right,62.0,61.0,68.0,61.0,81.0,83.0,78,85,3000000,80,80
31,191,82,Right,61.0,55.0,64.0,55.0,81.0,75.0,65,77,11000000,80,80
31,188,83,Right,73.0,79.0,65.0,74.0,48.0,86.0,73,92,13500000,80,80
33,189,86,Right,60.0,65.0,74.0,71.0,79.0,77.0,68,78,7000000,80,80
33,163,61,Right,80.0,77.0,78.0,86.0,27.0,56.0,75,42,9000000,80,80
31,168,62,Right,79.0,78.0,77.0,85.0,44.0,70.0,68,68,13000000,80,80
30,172,68,Right,79.0,76.0,77.0,81.0,46.0,75.0,82,74,14000000,80,80
32,187,78,Left,57.0,60.0,69.0,69.0,78.0,82.0,85,81,9500000,80,80
31,181,80,Right,59.0,82.0,78.0,79.0,59.0,72.0,75,69,13000000,80,80
30,184,77,Right,70.0,44.0,64.0,70.0,82.0,73.0,61,76,12000000,80,80
30,181,75,Right,72.0,77.0,82.0,82.0,72.0,67.0,76,61,13500000,80,80
29,176,74,Right,71.0,67.0,76.0,80.0,79.0,81.0,80,78,14000000,80,80
33,180,85,Left,80.0,82.0,77.0,81.0,46.0,86.0,85,89,9000000,80,80
32,169,67,Right,73.0,76.0,76.0,81.0,43.0,50.0,62,40,11500000,80,80
29,188,86,Right,55.0,78.0,70.0,69.0,50.0,76.0,76,84,15000000,80,80
28,182,74,Right,78.0,75.0,80.0,84.0,37.0,61.0,72,59,15000000,80,80
30,179,74,Right,52.0,71.0,78.0,78.0,77.0,69.0,69,68,12000000,80,80
29,180,74,Right,68.0,64.0,74.0,75.0,79.0,84.0,92,78,12500000,80,80
31,194,83,Left,44.0,68.0,76.0,73.0,80.0,77.0,66,84,11000000,80,80
29,181,80,Right,81.0,78.0,77.0,79.0,41.0,70.0,75,70,15000000,80,80
30,176,72,Left,72.0,63.0,75.0,72.0,79.0,71.0,75,68,11500000,80,80
29,182,74,Right,75.0,70.0,71.0,72.0,79.0,77.0,78,75,12000000,80,80
31,177,75,Right,78.0,75.0,78.0,83.0,56.0,64.0,74,57,13000000,80,80
29,185,80,Right,66.0,63.0,76.0,75.0,80.0,81.0,87,78,12000000,80,80
28,189,91,Right,67.0,80.0,67.0,74.0,40.0,82.0,70,92,15500000,80,80
27,178,73,Right,76.0,81.0,67.0,78.0,32.0,69.0,70,68,16000000,80,80
34,178,77,Right,68.0,69.0,77.0,77.0,77.0,79.0,77,77,5500000,80,80
30,187,84,Right,68.0,76.0,72.0,71.0,76.0,81.0,78,83,12000000,80,80
27,174,74,Right,76.0,60.0,73.0,76.0,77.0,77.0,76,73,13000000,80,80
29,184,73,Right,72.0,61.0,72.0,73.0,80.0,74.0,69,73,12500000,80,80
29,182,74,Right,90.0,80.0,72.0,77.0,36.0,77.0,80,76,15000000,80,80
30,180,76,Right,78.0,37.0,66.0,66.0,80.0,80.0,81,79,12000000,80,80
29,195,97,Right,62.0,36.0,64.0,64.0,80.0,83.0,67,93,12500000,80,80
28,182,81,Right,74.0,43.0,74.0,75.0,74.0,81.0,86,79,12500000,80,80
32,173,68,Right,75.0,69.0,74.0,75.0,78.0,79.0,79,74,9000000,80,80
28,181,76,Right,78.0,55.0,73.0,75.0,78.0,76.0,84,72,12500000,80,80
28,187,79,Right,43.0,57.0,76.0,69.0,75.0,85.0,81,91,13000000,80,80
29,173,70,Right,81.0,73.0,78.0,81.0,58.0,69.0,91,57,14500000,80,80
28,170,65,Right,82.0,71.0,72.0,81.0,75.0,69.0,78,66,12500000,80,80
28,187,81,Right,65.0,68.0,77.0,80.0,78.0,75.0,83,72,13000000,80,80
27,175,70,Right,80.0,63.0,70.0,75.0,73.0,80.0,93,72,13000000,80,80
24,177,75,Right,76.0,51.0,70.0,78.0,77.0,70.0,85,68,14000000,80,80
20,171,63,Left,80.0,72.0,77.0,83.0,26.0,45.0,67,35,16500000,80,80
32,179,80,Right,67.0,39.0,55.0,56.0,81.0,85.0,81,91,9500000,80,80
36,181,82,Right,71.0,61.0,57.0,62.0,82.0,75.0,60,77,0,80,80
36,177,75,Right,68.0,62.0,74.0,76.0,78.0,77.0,89,71,0,80,80
32,171,63,Left,82.0,72.0,77.0,83.0,26.0,51.0,67,48,0,80,80
28,188,83,Right,80.0,82.0,60.0,71.0,34.0,75.0,56,87,0,80,80
32,178,69,Left,79.0,54.0,75.0,78.0,76.0,74.0,89,68,0,80,80
28,185,80,Right,80.0,43.0,56.0,65.0,82.0,76.0,76,73,0,80,80
28,177,75,Right,81.0,77.0,80.0,79.0,40.0,71.0,80,70,0,80,80
31,188,84,Right,80.0,80.0,56.0,74.0,29.0,80.0,68,91,0,80,80
21,186,90,Right,77.0,40.0,61.0,66.0,79.0,81.0,61,90,20000000,79,90
19,174,64,Right,87.0,75.0,70.0,83.0,32.0,57.0,81,45,21000000,79,90
20,171,69,Left,75.0,70.0,76.0,81.0,56.0,55.0,74,44,19500000,79,88
22,180,73,Right,78.0,75.0,77.0,80.0,73.0,71.0,82,68,19000000,79,88
21,185,78,Right,87.0,79.0,63.0,73.0,39.0,79.0,86,77,19000000,79,87
20,184,68,Right,69.0,46.0,71.0,71.0,77.0,74.0,77,71,17000000,79,87
22,179,72,Right,68.0,76.0,77.0,83.0,50.0,60.0,79,54,18500000,79,87
22,195,96,Right,68.0,49.0,74.0,74.0,76.0,85.0,86,91,16000000,79,86
20,192,77,Right,82.0,80.0,65.0,78.0,28.0,69.0,70,75,18000000,79,86
21,185,80,Right,65.0,44.0,65.0,69.0,78.0,77.0,79,76,16500000,79,86
22,175,73,Left,89.0,70.0,73.0,83.0,33.0,60.0,73,54,17500000,79,86
23,183,74,Right,67.0,69.0,76.0,81.0,64.0,67.0,80,65,17500000,79,86
22,175,73,Left,83.0,32.0,66.0,73.0,74.0,75.0,79,75,15500000,79,86
21,196,90,Left,59.0,34.0,61.0,50.0,81.0,81.0,66,92,16000000,79,86
21,178,75,Right,77.0,34.0,57.0,70.0,81.0,73.0,69,73,16000000,79,86
24,178,72,Right,96.0,66.0,68.0,87.0,38.0,81.0,77,87,17500000,79,85
24,174,78,Right,91.0,76.0,75.0,79.0,49.0,74.0,91,73,17500000,79,85
23,187,78,Right,72.0,58.0,79.0,82.0,73.0,73.0,87,64,17000000,79,85
24,177,73,Right,88.0,79.0,74.0,84.0,46.0,65.0,76,61,17500000,79,85
22,180,66,Right,83.0,72.0,75.0,80.0,45.0,57.0,72,54,17500000,79,85
24,175,66,Right,91.0,70.0,72.0,81.0,72.0,72.0,76,68,15500000,79,85
23,184,78,Left,83.0,64.0,71.0,73.0,75.0,76.0,79,74,15500000,79,85
24,195,97,Right,66.0,27.0,57.0,57.0,80.0,81.0,64,92,15000000,79,84
24,187,82,Right,66.0,31.0,63.0,68.0,82.0,72.0,68,73,15000000,79,84
24,182,74,Left,75.0,70.0,78.0,80.0,31.0,62.0,75,64,17000000,79,84
26,178,74,Right,73.0,38.0,66.0,69.0,79.0,84.0,93,80,0,79,84
24,175,69,Left,80.0,78.0,75.0,82.0,35.0,66.0,73,66,17000000,79,84
23,187,71,Right,83.0,76.0,63.0,75.0,38.0,80.0,79,81,17000000,79,84
24,176,74,Right,67.0,58.0,78.0,82.0,72.0,68.0,79,61,15500000,79,84
24,186,77,Right,75.0,71.0,81.0,77.0,72.0,69.0,73,66,17000000,79,84
24,184,78,Right,71.0,79.0,64.0,79.0,43.0,75.0,76,73,17000000,79,84
23,181,73,Right,65.0,67.0,76.0,72.0,75.0,80.0,83,77,15500000,79,84
23,180,76,Right,79.0,74.0,79.0,78.0,62.0,70.0,81,68,17000000,79,84
23,193,88,Right,68.0,71.0,75.0,76.0,76.0,84.0,84,84,15500000,79,84
25,189,78,Right,60.0,68.0,75.0,71.0,77.0,78.0,84,76,15000000,79,84
25,190,83,Left,75.0,80.0,57.0,75.0,41.0,83.0,77,89,17000000,79,84
25,173,66,Right,60.0,72.0,85.0,77.0,66.0,67.0,90,56,16000000,79,83
25,180,75,Left,74.0,53.0,70.0,71.0,81.0,76.0,75,76,14500000,79,83
25,184,83,Right,89.0,51.0,69.0,73.0,74.0,81.0,91,79,14500000,79,83
24,180,76,Right,82.0,70.0,76.0,80.0,69.0,67.0,71,66,16500000,79,83
25,184,80,Right,75.0,42.0,63.0,68.0,79.0,80.0,79,81,14500000,79,83
24,180,69,Right,80.0,72.0,79.0,83.0,67.0,68.0,88,56,16000000,79,83
24,178,67,Right,68.0,76.0,78.0,80.0,70.0,67.0,78,63,16500000,79,83
22,187,84,Right,73.0,81.0,69.0,77.0,29.0,67.0,72,79,16500000,79,83
24,188,80,Right,79.0,60.0,66.0,71.0,76.0,89.0,92,89,14500000,79,83
26,180,75,Right,68.0,70.0,80.0,78.0,75.0,79.0,78,76,15500000,79,82
25,176,79,Left,81.0,63.0,70.0,79.0,75.0,64.0,74,57,14000000,79,82
25,180,73,Right,73.0,75.0,79.0,78.0,72.0,78.0,85,76,15500000,79,82
25,178,73,Right,72.0,61.0,75.0,75.0,76.0,73.0,79,71,14000000,79,82
25,183,73,Right,60.0,64.0,73.0,76.0,75.0,74.0,91,67,14500000,79,82
24,186,72,Right,59.0,48.0,75.0,75.0,77.0,66.0,77,62,14500000,79,82
25,186,82,Left,69.0,57.0,71.0,74.0,77.0,80.0,78,79,14000000,79,82
25,183,74,Right,65.0,75.0,79.0,77.0,67.0,75.0,79,73,15500000,79,82
26,186,77,Right,74.0,42.0,58.0,62.0,79.0,79.0,63,85,14000000,79,82
26,172,81,Left,82.0,81.0,65.0,78.0,48.0,83.0,78,84,16000000,79,82
24,176,66,Right,78.0,52.0,71.0,77.0,75.0,65.0,79,58,14000000,79,82
24,172,64,Right,76.0,81.0,78.0,82.0,63.0,58.0,76,48,16000000,79,82
27,177,67,Right,63.0,74.0,81.0,78.0,74.0,73.0,77,70,13500000,79,81
27,186,80,Right,47.0,58.0,75.0,66.0,79.0,75.0,78,74,13000000,79,81
27,186,87,Right,49.0,36.0,52.0,54.0,81.0,80.0,68,85,13000000,79,81
28,183,78,Right,65.0,33.0,48.0,64.0,82.0,74.0,63,76,12500000,79,81
25,189,85,Right,64.0,48.0,68.0,75.0,77.0,84.0,78,87,14000000,79,81
28,187,73,Right,63.0,70.0,78.0,70.0,75.0,84.0,85,86,12500000,79,80
26,175,70,Right,79.0,74.0,78.0,83.0,67.0,73.0,78,70,14500000,79,80
28,184,78,Right,67.0,46.0,74.0,70.0,80.0,75.0,66,78,12500000,79,80
27,174,71,Left,69.0,76.0,79.0,84.0,68.0,61.0,58,66,14000000,79,80
27,188,80,Left,69.0,74.0,75.0,77.0,79.0,88.0,81,94,14000000,79,80
28,173,66,Right,75.0,67.0,77.0,73.0,75.0,76.0,80,71,12500000,79,80
26,184,74,Left,66.0,80.0,78.0,77.0,73.0,73.0,78,71,13500000,79,80
26,163,70,Right,88.0,72.0,76.0,81.0,46.0,60.0,76,50,15000000,79,80
26,187,82,Left,63.0,74.0,77.0,79.0,77.0,83.0,81,82,14500000,79,80
27,181,76,Right,63.0,61.0,72.0,77.0,75.0,73.0,77,72,13000000,79,80
27,168,67,Left,71.0,76.0,81.0,83.0,39.0,51.0,51,47,0,79,80
25,182,67,Left,81.0,73.0,78.0,82.0,43.0,52.0,59,49,15000000,79,80
26,188,84,Right,58.0,69.0,78.0,77.0,70.0,76.0,71,79,14500000,79,80
26,177,77,Left,81.0,67.0,78.0,75.0,71.0,72.0,85,66,13000000,79,80
25,173,63,Right,78.0,77.0,76.0,82.0,42.0,58.0,85,40,15000000,79,80
27,187,82,Left,67.0,78.0,64.0,74.0,45.0,81.0,82,82,14500000,79,80
26,185,78,Right,88.0,80.0,70.0,79.0,39.0,80.0,78,81,15000000,79,80
27,187,86,Right,66.0,78.0,64.0,73.0,35.0,80.0,72,91,14500000,79,80
27,181,79,Left,70.0,79.0,81.0,78.0,66.0,79.0,81,79,14000000,79,80
36,175,67,Right,74.0,72.0,81.0,83.0,24.0,62.0,57,59,4200000,79,79
36,174,73,Right,61.0,53.0,72.0,68.0,79.0,72.0,63,70,2700000,79,79
34,186,75,Right,55.0,43.0,63.0,64.0,80.0,74.0,62,76,4700000,79,79
34,172,67,Right,74.0,46.0,74.0,78.0,74.0,65.0,78,53,4400000,79,79
29,174,76,Left,75.0,61.0,72.0,76.0,77.0,72.0,68,68,10500000,79,79
34,178,73,Right,57.0,77.0,80.0,80.0,45.0,66.0,80,64,6500000,79,79
32,186,84,Right,66.0,53.0,52.0,59.0,78.0,81.0,67,86,8000000,79,79
33,183,73,Right,58.0,77.0,87.0,78.0,45.0,58.0,59,62,7500000,79,79
33,172,70,Right,86.0,79.0,74.0,75.0,43.0,67.0,69,64,8000000,79,79
33,167,68,Right,59.0,66.0,80.0,75.0,74.0,74.0,84,68,6000000,79,79
35,167,58,Right,72.0,76.0,80.0,81.0,34.0,47.0,61,37,5500000,79,79
33,172,68,Right,73.0,82.0,62.0,79.0,34.0,67.0,59,68,8000000,79,79
32,170,63,Left,58.0,72.0,82.0,82.0,36.0,44.0,60,34,10000000,79,79
33,179,72,Right,87.0,78.0,75.0,80.0,29.0,67.0,81,65,8000000,79,79
33,176,70,Left,72.0,69.0,77.0,76.0,76.0,70.0,77,65,5500000,79,79
33,193,91,Left,39.0,79.0,70.0,71.0,42.0,77.0,54,88,8000000,79,79
31,177,77,Right,70.0,65.0,73.0,76.0,79.0,70.0,72,65,9000000,79,79
34,192,84,Right,54.0,49.0,65.0,67.0,80.0,78.0,68,84,4700000,79,79
30,185,80,Right,69.0,57.0,63.0,64.0,77.0,82.0,65,93,10000000,79,79
33,180,85,Right,79.0,75.0,77.0,80.0,53.0,77.0,79,80,7500000,79,79
30,187,91,Right,77.0,63.0,77.0,79.0,77.0,89.0,91,90,11500000,79,79
35,184,75,Right,57.0,76.0,75.0,75.0,79.0,73.0,75,69,4000000,79,79
31,179,70,Right,74.0,71.0,77.0,85.0,42.0,54.0,58,52,11000000,79,79
30,186,77,Right,55.0,78.0,82.0,78.0,60.0,66.0,79,64,12000000,79,79
30,176,75,Right,84.0,71.0,74.0,82.0,34.0,68.0,73,59,12000000,79,79
33,186,76,Right,67.0,81.0,70.0,73.0,48.0,82.0,86,80,8000000,79,79
30,182,80,Right,65.0,62.0,74.0,73.0,75.0,77.0,79,74,10500000,79,79
31,196,91,Right,68.0,78.0,69.0,71.0,29.0,85.0,78,93,0,79,79
31,196,89,Right,34.0,55.0,71.0,68.0,77.0,86.0,81,91,9500000,79,79
30,174,72,Right,93.0,76.0,73.0,81.0,40.0,72.0,87,72,12000000,79,79
32,181,74,Right,83.0,79.0,61.0,78.0,30.0,66.0,67,71,10000000,79,79
32,190,80,Right,37.0,70.0,75.0,70.0,77.0,80.0,67,89,8000000,79,79
30,180,82,Left,62.0,42.0,59.0,63.0,80.0,78.0,67,80,10000000,79,79
30,194,81,Right,68.0,47.0,58.0,59.0,81.0,81.0,67,88,10000000,79,79
30,182,77,Left,69.0,54.0,75.0,75.0,78.0,68.0,71,66,10000000,79,79
27,178,73,Right,86.0,77.0,76.0,79.0,46.0,64.0,71,65,13000000,79,79
30,182,71,Right,66.0,72.0,77.0,79.0,79.0,74.0,82,69,11500000,79,79
32,183,81,Right,54.0,57.0,61.0,58.0,80.0,78.0,65,78,8000000,79,79
34,171,64,Right,73.0,75.0,78.0,81.0,40.0,44.0,57,32,6500000,79,79
30,180,77,Right,83.0,80.0,73.0,79.0,48.0,78.0,80,81,12000000,79,79
32,171,62,Left,75.0,61.0,72.0,73.0,78.0,70.0,65,67,8000000,79,79
28,181,83,Right,84.0,80.0,70.0,75.0,33.0,81.0,78,84,13000000,79,79
29,179,79,Right,88.0,79.0,69.0,84.0,27.0,66.0,68,72,12500000,79,79
28,184,73,Right,72.0,78.0,75.0,79.0,40.0,66.0,75,57,13000000,79,79
28,184,78,Right,69.0,70.0,74.0,75.0,78.0,74.0,75,73,11000000,79,79
31,180,73,Left,77.0,82.0,75.0,78.0,32.0,69.0,69,70,11500000,79,79
30,177,72,Right,75.0,78.0,80.0,79.0,59.0,68.0,70,69,12000000,79,79
30,185,79,Right,77.0,76.0,76.0,79.0,41.0,74.0,76,79,12000000,79,79
29,184,80,Left,72.0,64.0,76.0,77.0,77.0,71.0,80,65,10500000,79,79
29,196,85,Right,60.0,49.0,64.0,63.0,80.0,81.0,69,91,10500000,79,79
30,183,75,Right,68.0,33.0,57.0,58.0,80.0,79.0,76,75,10000000,79,79
29,180,75,Right,87.0,74.0,72.0,83.0,37.0,68.0,69,72,12500000,79,79
28,170,73,Right,65.0,73.0,78.0,83.0,50.0,64.0,83,57,12500000,79,79
28,178,78,Right,79.0,63.0,76.0,76.0,73.0,76.0,83,71,11000000,79,79
29,170,67,Left,82.0,49.0,72.0,79.0,73.0,67.0,91,50,10500000,79,79
29,186,80,Right,54.0,67.0,76.0,67.0,77.0,82.0,86,80,11000000,79,79
30,181,80,Left,67.0,61.0,71.0,68.0,79.0,79.0,82,76,10500000,79,79
26,178,76,Right,65.0,75.0,82.0,84.0,59.0,57.0,71,51,13500000,79,79
28,177,76,Right,70.0,71.0,81.0,81.0,32.0,61.0,68,59,12500000,79,79
28,182,76,Right,70.0,78.0,66.0,79.0,32.0,69.0,75,75,13000000,79,79
26,171,71,Left,78.0,76.0,79.0,80.0,38.0,57.0,69,49,13500000,79,79
29,179,81,Right,76.0,80.0,69.0,75.0,30.0,75.0,87,77,12500000,79,79
29,174,86,Left,87.0,61.0,71.0,78.0,72.0,79.0,90,74,10500000,79,79
30,177,80,Right,77.0,80.0,67.0,75.0,38.0,75.0,72,77,12000000,79,79
32,170,69,Right,88.0,73.0,75.0,81.0,71.0,81.0,91,73,8000000,79,79
26,178,72,Right,78.0,75.0,71.0,82.0,58.0,66.0,79,55,13500000,79,79
30,180,80,Right,48.0,69.0,73.0,74.0,79.0,83.0,91,80,11500000,79,79
32,180,70,Right,86.0,78.0,75.0,84.0,58.0,68.0,78,67,10000000,79,79
28,175,71,Right,82.0,54.0,72.0,76.0,73.0,76.0,89,69,11000000,79,79
28,176,69,Right,69.0,34.0,67.0,66.0,78.0,76.0,79,71,11000000,79,79
31,182,78,Right,68.0,67.0,73.0,76.0,74.0,77.0,90,70,9500000,79,79
31,185,79,Right,69.0,80.0,61.0,76.0,31.0,76.0,71,78,11500000,79,79
29,186,83,Right,89.0,79.0,62.0,65.0,41.0,90.0,93,90,12500000,79,79
20,168,65,Left,89.0,58.0,70.0,77.0,74.0,59.0,76,44,12000000,79,79
28,175,70,Right,83.0,52.0,70.0,71.0,76.0,71.0,81,71,11000000,79,79
24,177,75,Right,67.0,62.0,74.0,76.0,78.0,76.0,89,68,12500000,79,79
20,188,88,Right,71.0,70.0,70.0,72.0,80.0,83.0,87,82,12500000,79,79
20,176,73,Right,83.0,79.0,65.0,81.0,28.0,64.0,79,63,14500000,79,79
33,176,74,Right,79.0,80.0,57.0,77.0,27.0,68.0,74,69,8000000,79,79
32,168,65,Left,87.0,58.0,70.0,77.0,74.0,53.0,76,33,0,79,79
24,177,75,Right,78.0,51.0,69.0,78.0,76.0,67.0,85,62,0,79,79
32,175,70,Right,81.0,57.0,72.0,76.0,78.0,74.0,91,68,0,79,79
20,183,77,Left,79.0,73.0,71.0,83.0,37.0,69.0,77,71,20000000,78,91
21,194,95,Right,74.0,34.0,57.0,68.0,80.0,78.0,68,83,15500000,78,88
21,181,79,Right,80.0,62.0,70.0,73.0,74.0,76.0,79,74,15000000,78,88
21,192,78,Right,74.0,52.0,63.0,63.0,78.0,78.0,74,79,15500000,78,88
20,172,63,Left,90.0,70.0,71.0,84.0,36.0,62.0,77,54,17000000,78,88
22,185,76,Right,94.0,77.0,68.0,81.0,22.0,66.0,73,70,16000000,78,87
21,183,76,Right,79.0,79.0,72.0,84.0,32.0,70.0,75,68,16000000,78,87
22,182,78,Right,69.0,64.0,77.0,78.0,74.0,73.0,82,70,15500000,78,87
23,178,76,Left,86.0,59.0,72.0,75.0,72.0,80.0,85,76,13500000,78,86
21,187,68,Left,76.0,68.0,76.0,82.0,33.0,58.0,76,56,15500000,78,86
23,180,73,Right,92.0,76.0,68.0,79.0,32.0,69.0,83,66,15500000,78,86
23,191,80,Left,65.0,35.0,63.0,68.0,80.0,75.0,78,75,14000000,78,86
20,183,70,Left,76.0,68.0,76.0,79.0,52.0,67.0,77,65,15500000,78,86
22,176,70,Right,79.0,72.0,76.0,81.0,71.0,81.0,87,77,14500000,78,85
23,175,70,Right,86.0,52.0,68.0,72.0,72.0,81.0,93,73,13000000,78,85
22,196,87,Right,74.0,78.0,59.0,72.0,31.0,70.0,69,79,15000000,78,85
21,179,78,Right,90.0,77.0,65.0,81.0,29.0,71.0,74,74,15000000,78,85
22,190,87,Left,55.0,36.0,59.0,55.0,79.0,78.0,67,84,13000000,78,85
22,175,70,Left,69.0,58.0,72.0,75.0,78.0,79.0,82,75,13500000,78,85
24,191,88,Right,69.0,67.0,76.0,80.0,62.0,79.0,74,83,14000000,78,84
23,189,78,Right,73.0,34.0,64.0,68.0,80.0,76.0,75,79,13000000,78,84
22,180,70,Right,57.0,64.0,75.0,74.0,77.0,69.0,72,68,13000000,78,84
23,185,86,Right,87.0,76.0,70.0,74.0,40.0,81.0,78,85,14500000,78,84
24,187,91,Right,77.0,47.0,68.0,71.0,80.0,76.0,72,78,13000000,78,84
